date,cloud_pct
2025-05-15,100.0
2025-05-15,99.97
2025-05-15,100.0
2025-05-15,100.0
2025-05-20,100.0
2025-05-20,99.85
2025-05-25,83.98
2025-05-25,99.51
2025-05-30,100.0
2025-05-30,99.99
2025-06-01,100.0
2025-06-01,98.02
2025-06-04,100.0
2025-06-04,99.99
2025-06-09,30.92
2025-06-09,21.03
2025-06-14,59.25
2025-06-14,47.24
