aoi_bounds,pre_date,post_date,later_date,s2_pre_date,s2_post_date,vv_threshold_db,vh_threshold_db,ndwi_threshold,sar_candidate_area_km2,optical_new_water_area_km2,sar_optical_agreement_area_km2,optical_support_of_sar_pct,sar_support_of_optical_pct
"[91.55, 26.05, 91.95, 26.35]","('2025-05-26', '2025-05-27')","('2025-06-07', '2025-06-08')","('2025-07-13', '2025-07-14')","('2025-05-10', '2025-05-11')","('2025-06-09', '2025-06-10')",-5.24,-6.24,0.2,21.7633,14.4417,3.4129,15.68,23.63
